"","CUST_ID","AREA_CODE","MINUTES_CURR_MONTH","MINUTES_PREV_MONTH","MINUTES_3MONTHS_AGO","CUST_MOS","LONGDIST_FLAG","CALLWAITING_FLAG","NUM_LINES","VOICEMAIL_FLAG","MOBILE_PLAN","CONVERGENT_BILLING","GENDER","INCOME","PHONE_PLAN","EDUCATION","TOT_MINUTES_USAGE","CHURNER"
"1082",1017,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1083",1018,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1084",1019,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1085",1020,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1086",1349,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1087",1022,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",3344,"no"
"1088",1023,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1089",1024,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1090",1025,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1091",1026,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1092",1366,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1093",1028,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"1094",1029,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1095",1030,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1096",1031,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1097",1032,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1098",1372,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1099",1034,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"yes"
"1100",1035,21750,5000,7000,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",12075,"yes"
"1101",1036,36785,100,190,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",350,"yes"
"1102",1037,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1103",1038,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1104",1039,10040,5678,3457,2156,14,1,1,1,1,1,"No","M","Low Income","National","Masters",11291,"no"
"1105",1040,21750,333,122,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",599,"yes"
"1106",1041,55166,550,100,1453,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",2103,"no"
"1107",1042,36785,398,2452,4789,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",7639,"no"
"1108",1043,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1109",1389,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1110",1045,10040,9456,14325,12456,3,1,1,2,1,1,"Yes","F","Medium Income","Euro-Zone","PhD",36237,"yes"
"1111",1046,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"no"
"1112",1047,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1113",1048,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1114",1049,45987,600,5673,3456,13,0,1,1,1,0,"Yes","M","Low Income","International","Masters",9729,"yes"
"1115",1395,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1116",1051,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"yes"
"1117",1052,21750,678,55,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",1331,"yes"
"1118",1053,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1119",1054,36785,97,56,5,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",158,"no"
"1120",1055,45987,45,223,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",334,"no"
"1121",1550,15563,5435,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",5549,"no"
"1122",1057,10040,100,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1123",1058,21750,5,7,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",87,"no"
"1124",1059,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1125",1060,45987,999,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",1069,"no"
"1126",1061,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"yes"
"1127",1062,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1128",1063,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1129",1064,55166,5,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","PhD",605,"yes"
"1130",1065,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"yes"
"1131",1066,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1132",1556,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1133",1068,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Bachelors",3344,"yes"
"1134",1069,21750,500,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",503,"yes"
"1135",1070,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1136",1071,36785,555,7654,8732,27,1,1,2,1,0,"Yes","F","High Income","Euro-Zone","PhD",16941,"yes"
"1137",1072,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1138",1573,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1139",1074,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1140",1075,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1141",1076,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1142",1077,36785,97,5587,4693,8,0,0,1,0,1,"Yes","M","Low Income","Euro-Zone","PhD",10377,"yes"
"1143",1078,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1144",1579,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1145",1080,10040,99,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1146",1081,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1147",1082,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1148",1083,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1149",1084,15563,10,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",1754,"yes"
"1150",1085,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1151",1086,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1152",1087,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"1153",1088,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"yes"
"1154",1596,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1155",1154,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1156",1155,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1157",1156,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"yes"
"1158",1157,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"1159",1158,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1160",1924,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1161",1160,10040,999,1200,1145,3,1,1,2,1,1,"No","M","Medium Income","National","Bachelors",3344,"yes"
"1162",1161,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1163",1162,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1164",1163,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1165",1164,45987,60,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",914,"yes"
"1166",1941,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1167",1166,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1168",1167,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1169",1168,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1170",1169,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1171",1170,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1172",1947,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1173",1172,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1174",1173,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1175",1174,36785,33,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",183,"yes"
"1176",1175,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1177",1176,15563,10000,8000,944,26,1,1,3,1,1,"Yes","M","High Income","National","PhD",18944,"yes"
"1178",1177,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1179",1178,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1180",1179,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1181",1180,36785,6000,7899,630,36,0,0,2,1,0,"Yes","M","High Income","Euro-Zone","Post Primary",14529,"yes"
"1182",1181,45987,7800,5000,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",12824,"yes"
"1183",1964,15563,5435,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",5549,"no"
"1184",1183,10040,9999,12456,1145,3,1,1,2,1,1,"No","M","Medium Income","Euro-Zone","Bachelors",23600,"yes"
"1185",1184,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1186",1185,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1187",1186,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1188",1187,45987,6000,4563,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",10961,"yes"
"1189",1970,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1190",1189,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1191",1190,21750,12000,8000,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",20598,"yes"
"1192",1191,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1193",1192,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1194",1193,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1195",1987,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1196",1195,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1197",1196,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1198",1197,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1199",1198,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1200",1199,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1201",1200,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1202",1201,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1203",1202,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1204",1203,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"1205",1204,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1206",1993,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1207",1206,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","PhD",3344,"yes"
"1208",1207,21750,5,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",8,"yes"
"1209",1208,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1210",1209,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1211",1210,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1212",2010,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1213",1212,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1214",1213,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1215",1214,55166,1100,1000,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",2156,"no"
"1216",1215,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1217",1216,45987,14000,15000,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",29066,"no"
"1218",2016,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1219",1218,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1220",1219,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1221",1220,36785,100,9000,60,10,1,0,2,1,1,"Yes","M","Medium Income","Euro-Zone","Primary",9160,"yes"
"1222",1221,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1223",1222,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1224",1223,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1225",1224,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1226",1225,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1227",1226,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1228",1227,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1229",2033,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1230",1229,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",3344,"yes"
"1231",1230,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1232",1231,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1233",1232,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1234",1233,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1235",2039,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1236",1235,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1237",1236,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1238",1237,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1239",1238,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"yes"
"1240",1239,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"yes"
"1241",2056,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1242",1241,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1243",1242,21750,5000,7000,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",264,"no"
"1244",1243,36785,100,190,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",350,"yes"
"1245",1244,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1246",1245,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1247",1246,10040,5678,3457,2156,14,1,1,1,1,1,"No","M","Low Income","National","Masters",11291,"no"
"1248",1247,21750,333,122,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",599,"yes"
"1249",1248,55166,550,100,1453,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",2103,"yes"
"1250",1249,36785,398,2452,4789,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",7639,"yes"
"1251",1250,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1252",2062,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1253",1252,10040,9456,14325,12456,3,1,1,2,1,1,"Yes","F","Medium Income","Euro-Zone","PhD",36237,"yes"
"1254",1253,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"no"
"1255",1254,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1256",1255,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"yes"
"1257",1256,45987,600,5673,3456,13,0,1,1,1,0,"Yes","M","Low Income","International","Masters",9729,"yes"
"1258",1803,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1259",1258,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1260",1259,21750,678,55,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",1331,"yes"
"1261",1260,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"yes"
"1262",1261,36785,97,56,5,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",158,"yes"
"1263",1262,45987,45,223,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",334,"yes"
"1264",1809,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1265",1264,10040,100,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1266",1265,21750,5,7,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",87,"yes"
"1267",1266,36785,100,90,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",250,"yes"
"1268",1267,45987,999,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",1069,"no"
"1269",1268,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"yes"
"1270",1269,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1271",1270,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1272",1271,55166,5,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","PhD",605,"no"
"1273",1272,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1274",1273,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1275",1826,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1276",1275,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Bachelors",3344,"yes"
"1277",1276,21750,500,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",503,"yes"
"1278",1277,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1279",1278,36785,555,7654,8732,27,1,1,2,1,0,"Yes","F","High Income","Euro-Zone","PhD",16941,"yes"
"1280",1279,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1281",1832,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1282",1409,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1283",1410,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Masters",1172,"no"
"1284",1411,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1285",1849,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1286",1413,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","PhD",3344,"yes"
"1287",1414,21750,5,2,1,23,0,0,1,0,0,"Yes","M","Medium Income","International","Post Primary",8,"yes"
"1288",1415,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1289",1416,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1290",1417,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1291",1855,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1292",1419,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1293",1420,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1294",1421,55166,1100,1000,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",2156,"no"
"1295",1422,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1296",1423,45987,14000,15000,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",29066,"no"
"1297",1872,15563,105,7,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",211,"no"
"1298",1425,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1299",1426,21750,5,15,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",95,"no"
"1300",1427,36785,100,9000,60,10,1,0,2,1,1,"Yes","M","Medium Income","Euro-Zone","Primary",9160,"yes"
"1301",1428,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1302",1429,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1303",1430,10040,565,577,650,14,1,1,1,1,1,"No","M","Low Income","National","Masters",1792,"no"
"1304",1431,21750,333,277,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",754,"yes"
"1305",1432,55166,550,100,500,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",1150,"no"
"1306",1433,36785,398,144,630,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",1172,"no"
"1307",1434,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1308",1878,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1309",1436,10040,999,1200,1145,3,1,1,2,1,1,"Yes","M","Medium Income","National","Masters",3344,"yes"
"1310",1437,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"yes"
"1311",1438,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
"1312",1439,36785,555,444,678,27,1,1,2,1,0,"No","F","High Income","National","PhD",1677,"no"
"1313",1440,45987,600,456,398,13,0,1,1,1,0,"Yes","M","High Income","International","Masters",1454,"yes"
"1314",1895,15563,105,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",219,"no"
"1315",1442,10040,2,0,0,1,0,0,1,1,0,"No","F","Low Income","National","Post Primary",0,"no"
"1316",1443,21750,678,1222,598,30,1,1,2,0,1,"Yes","M","Medium Income","International","Post Primary",2498,"yes"
"1317",1444,55166,110,98,56,15,1,0,1,1,0,"No","M","High Income","Promo_plan","Post Primary",264,"no"
"1318",1445,36785,97,56,97,8,0,0,1,0,1,"No","M","High Income","National","Post Primary",250,"no"
"1319",1446,45987,45,23,66,44,0,0,1,0,0,"No","F","High Income","International","PhD",134,"no"
"1320",1901,15563,2,0,4,4,0,0,1,0,0,"Yes","M","Medium Income","International","Bachelors",6,"no"
"1321",1448,10040,1,2,0,2,0,0,1,0,0,"Yes","F","Low Income","National","Bachelors",0,"no"
"1322",1449,21750,5000,7000,75,6,1,0,1,1,0,"No","F","Medium Income","International","Post Primary",12075,"no"
"1323",1450,36785,100,190,60,10,1,0,2,1,1,"Yes","M","Medium Income","National","Primary",350,"yes"
"1324",1451,45987,10,20,50,3,1,0,1,0,0,"No","M","Medium Income","International","PhD",80,"no"
"1325",1452,15563,1004,800,944,26,1,1,3,1,1,"Yes","M","High Income","International","PhD",2748,"no"
"1326",1453,10040,5678,3457,2156,14,1,1,1,1,1,"No","M","Low Income","National","Masters",11291,"no"
"1327",1454,21750,333,122,144,9,0,1,1,1,1,"Yes","M","Medium Income","International","Masters",599,"yes"
"1328",1455,55166,550,100,1453,17,1,1,1,0,0,"No","M","High Income","Promo_plan","Post Primary",2103,"no"
"1329",1456,36785,398,2452,4789,36,0,0,2,1,0,"No","M","High Income","National","Post Primary",7639,"no"
"1330",1457,45987,78,54,24,6,1,0,1,0,0,"No","F","Medium Income","International","Bachelors",156,"yes"
"1331",1918,15563,5,15,99,11,0,0,2,1,0,"No","F","Medium Income","International","Bachelors",119,"no"
"1332",1459,10040,9456,14325,12456,3,1,1,2,1,1,"Yes","F","Medium Income","Euro-Zone","PhD",36237,"yes"
"1333",1460,21750,5,2,1,23,0,0,1,0,0,"No","M","Medium Income","International","Post Primary",8,"no"
"1334",1461,55166,344,232,455,11,1,1,2,1,1,"Yes","M","Medium Income","Promo_plan","Post Primary",1031,"no"
